46.6682,-1.63807
45.1593,-0.281725
47.885,-0.410294
16.7,0.29333
51.694,0.342689
47.05,1.68418
31.8347,-6.69824
8.54051,-4.23061
34.2364,-5.10249
15.361,0.281774
21.3138,5.92025
11.0195,20.985
44.682,-1.843
13.3959,11.9023
9.12984,5.34846
13.897,0.273012
7.36949,-3.79129
7.84481,5.83891
17.355,-28.2479
19.8251,-4.01345
0.396185,4.61298
12.4329,0.26668
9.4541,-1.12346
-0.180723,-7.51248
7.07554,-1.58013
12.521,6.32962
10.6729,4.74786
10.9929,0.262364
19.5282,5.62765
4.0288,10.5016
10.617,-0.821508
14.8751,-15.3989
1.99179,3.73739
9.55389,0.259949
10.6209,-8.88348
-3.05228,-4.41206
9.05466,3.50164
26.3522,-4.69962
12.0217,0.978071
8.03888,0.25986
-5.38863,-24.0093
11.4447,-16.829
