34.0571,-3.58712
31.1692,-0.821521
40.045,-0.408098
17.075,0.292959
52.9619,0.248778
43.9799,1.64866
11.0925,-12.085
24.1793,3.91788
36.3966,-14.8887
15.761,0.280641
35.4805,1.46616
37.7654,1.5258
28.0206,-1.89122
25.4906,-6.44682
30.4829,-3.26998
14.272,0.271343
23.1911,3.59103
14.8787,-5.40415
26.3515,-8.05049
28.1145,-9.1271
32.2541,-2.95623
12.8829,0.264036
26.9783,2.42004
13.1112,-3.97089
33.5881,-0.944514
11.0691,9.3301
10.0693,-7.68376
11.4179,0.259354
7.4273,6.9107
6.11235,-1.73336
29.2918,2.42485
23.2866,-4.91287
25.6582,0.65389
10.0039,0.256305
14.3921,-3.00764
7.64044,4.48891
13.5015,-8.80846
12.3726,-6.051
9.58994,-7.01318
8.56386,0.255206
14.3476,-5.87574
6.92661,-14.6343
